1706957578.374544 server started (6963): version 3.3a, socket /private/tmp/tmux-502/default, protocol 8
1706957578.374604 on Darwin 23.2.0 Darwin Kernel Version 23.2.0: Wed Nov 15 21:53:34 PST 2023; root:xnu-10002.61.3~2/RELEASE_ARM64_T8103
1706957578.374628 using libevent 2.1.12-stable (select); utf8proc 2.9.0; ncurses 6.4
1706957578.374799 input_key_build: 0x10e003 (PasteStart) is \033[200~
1706957578.374812 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1706957578.374865 input_key_build: 0x10e195 (F1) is \033OP
1706957578.374876 input_key_build: 0x10e196 (F2) is \033OQ
1706957578.374886 input_key_build: 0x10e197 (F3) is \033OR
1706957578.374896 input_key_build: 0x10e198 (F4) is \033OS
1706957578.374905 input_key_build: 0x10e199 (F5) is \033[15~
1706957578.374914 input_key_build: 0x10e19a (F6) is \033[17~
1706957578.374923 input_key_build: 0x10e19b (F7) is \033[18~
1706957578.374933 input_key_build: 0x10e19c (F8) is \033[19~
1706957578.374942 input_key_build: 0x10e19d (F9) is \033[20~
1706957578.374951 input_key_build: 0x10e19e (F10) is \033[21~
1706957578.374960 input_key_build: 0x10e19f (F11) is \033[23~
1706957578.374969 input_key_build: 0x10e1a0 (F12) is \033[24~
1706957578.374978 input_key_build: 0x10e1a1 (IC) is \033[2~
1706957578.374987 input_key_build: 0x10e1a2 (DC) is \033[3~
1706957578.374996 input_key_build: 0x10e1a3 (Home) is \033[1~
1706957578.375005 input_key_build: 0x10e1a4 (End) is \033[4~
1706957578.375014 input_key_build: 0x10e1a5 (NPage) is \033[6~
1706957578.375023 input_key_build: 0x10e1a6 (PPage) is \033[5~
1706957578.375032 input_key_build: 0x10e1a7 (BTab) is \033[Z
1706957578.375041 input_key_build: 0x10e1a8 (Up) is \033[A
1706957578.375050 input_key_build: 0x10e1a9 (Down) is \033[B
1706957578.375059 input_key_build: 0x10e1aa (Left) is \033[D
1706957578.375068 input_key_build: 0x10e1ab (Right) is \033[C
1706957578.375077 input_key_build: 0x10e1ac (KP/) is /
1706957578.375086 input_key_build: 0x10e1ad (KP*) is *
1706957578.375095 input_key_build: 0x10e1ae (KP-) is -
1706957578.375104 input_key_build: 0x10e1af (KP7) is 7
1706957578.375113 input_key_build: 0x10e1b0 (KP8) is 8
1706957578.375122 input_key_build: 0x10e1b1 (KP9) is 9
1706957578.375131 input_key_build: 0x10e1b2 (KP+) is +
1706957578.375140 input_key_build: 0x10e1b3 (KP4) is 4
1706957578.375149 input_key_build: 0x10e1b4 (KP5) is 5
1706957578.375158 input_key_build: 0x10e1b5 (KP6) is 6
1706957578.375166 input_key_build: 0x10e1b6 (KP1) is 1
1706957578.375176 input_key_build: 0x10e1b7 (KP2) is 2
1706957578.375184 input_key_build: 0x10e1b8 (KP3) is 3
1706957578.375196 input_key_build: 0x10e1b9 (KPEnter) is \n
1706957578.375205 input_key_build: 0x10e1ba (KP0) is 0
1706957578.375214 input_key_build: 0x10e1bb (KP.) is .
1706957578.375224 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1706957578.375233 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1706957578.375242 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1706957578.375251 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1706957578.375261 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1706957578.375270 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1706957578.375279 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1706957578.375288 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1706957578.375297 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1706957578.375306 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1706957578.375315 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1706957578.375324 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1706957578.375333 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1706957578.375342 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1706957578.375351 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1706957578.375360 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1706957578.375370 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1706957578.375379 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1706957578.375388 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1706957578.375409 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1706957578.375416 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1706957578.375423 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1706957578.375430 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1706957578.375437 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1706957578.375443 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1706957578.375450 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1706957578.375456 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1706957578.375463 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1706957578.375470 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1706957578.375476 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1706957578.375483 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1706957578.375489 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1706957578.375496 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1706957578.375502 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1706957578.375509 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1706957578.375515 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1706957578.375522 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1706957578.375529 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1706957578.375535 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1706957578.375542 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1706957578.375548 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1706957578.375555 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1706957578.375562 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1706957578.375568 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1706957578.375575 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1706957578.375581 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1706957578.375588 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1706957578.375595 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1706957578.375601 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1706957578.375608 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1706957578.375614 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1706957578.375621 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1706957578.375627 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1706957578.375634 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1706957578.375640 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1706957578.375647 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1706957578.375653 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1706957578.375660 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1706957578.375667 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1706957578.375673 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1706957578.375680 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1706957578.375686 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1706957578.375693 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1706957578.375700 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1706957578.375706 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1706957578.375713 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1706957578.375720 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1706957578.375727 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1706957578.375734 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1706957578.375740 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1706957578.375747 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1706957578.375753 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1706957578.375760 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1706957578.375766 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1706957578.375773 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1706957578.375779 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1706957578.375796 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1706957578.375803 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1706957578.375809 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1706957578.375817 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1706957578.375823 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1706957578.375830 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1706957578.375836 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1706957578.375843 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1706957578.375850 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1706957578.375857 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1706957578.375863 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1706957578.375870 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1706957578.375877 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1706957578.375883 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1706957578.375890 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1706957578.375896 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1706957578.375903 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1706957578.375909 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1706957578.375916 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1706957578.375922 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1706957578.375929 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1706957578.375936 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1706957578.375942 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1706957578.375948 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1706957578.375955 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1706957578.375962 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1706957578.375969 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1706957578.375975 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1706957578.375982 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1706957578.375989 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1706957578.375995 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1706957578.376002 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1706957578.376009 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1706957578.376016 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1706957578.376022 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1706957578.376029 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1706957578.376036 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1706957578.376045 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1706957578.376052 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1706957578.376059 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1706957578.376066 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1706957578.376073 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1706957578.376080 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1706957578.376087 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1706957578.376094 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1706957578.376100 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1706957578.376107 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1706957578.376113 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1706957578.376120 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1706957578.376127 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1706957578.376133 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1706957578.376140 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1706957578.376147 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1706957578.376154 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1706957578.376161 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1706957578.376176 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
